派 13-300401 株式会社セイリング 東京都千代田区
派 13-303322 株式会社セブンセンス 東京都渋谷区
派 13-303325 ヒューマントラスト 東京都豊島区
派 13-303332 テクニス株式会社 東京都千代田区
派 13-303335 株式会社アプライズソフトウェア 東京都中央区
派 13-303343 株式会社マッシュ 東京都千代田区
派 13-303345 てんがスタッフ 東京都足立区
派 13-303347 朝霞商事株式会社 東京都北区
派 13-303350 株式会社ワンコンシスト 東京都中央区
派 13-303354 株式会社アイ・シー・シー 東京都渋谷区
派 13-303356 株式会社ソフィア 東京都港区
派 13-303359 株式会社エスクロー・エージェント・ジャパン 東京都中央区
派 13-303363 株式会社フジ物流　本社 東京都台東区
派 13-303369 株式会社ケイミックス　京橋本社 東京都中央区
株式会社ケイミックス　名古屋支店 愛知県名古屋市中区
派 13-303381 リョーヨーセキュリティサービス株式会社 東京都中央区
派 13-303385 株式会社コアテクノス 東京都品川区
派 13-303386 株式会社日本マイクロリンク 東京都台東区
派 13-303393 株式会社東京個別指導学院 東京都新宿区
派 13-303396 アイング株式会社営業事務所 東京都千代田区
アイング株式会社札幌オフィス 北海道札幌市中央区
派 13-305009 日本クリエイティブシステム株式会社 東京都中央区
派 13-305229 ウッドオフィスキャリア株式会社 東京都港区
派 13-305231 キューズ株式会社 東京都中央区
派 13-305232 株式会社ブレイントラスト　本社 東京都千代田区
派 13-305233 ベステラ株式会社 東京都墨田区
派 13-305234 株式会社アイディーエス 東京都港区
派 13-305236 モジュレ株式会社 東京都港区
派 13-305238 株式会社ＡＰパートナーズ　関西支社 大阪府大阪市北区
株式会社ＡＰパートナーズ　九州営業所 福岡県福岡市博多区
株式会社ＡＰパートナーズ 中部営業所 愛知県名古屋市中村区
株式会社ＡＰパートナーズ 東京都新宿区
派 13-305240 ＵＴテクノロジー株式会社東京支店 東京都品川区
ＵＴテクノロジー株式会社大阪支店 大阪府大阪市北区
派 13-305241 株式会社フューチャーハンズ 東京都新宿区
派 13-305242 セントラルスポーツ株式会社 東京都中央区
派 13-305244 株式会社ビンク 東京都千代田区
派 13-305245 株式会社アルプスキャリアデザイニング 東京都千代田区
派 13-305246 株式会社ＷＯＯＲＯＭ． 東京都港区
派 13-305247 株式会社ＤＹＭ 東京都品川区
派 13-305266 株式会社ネップ　東部営業所 静岡県富士市
株式会社ネップ　西部営業所 静岡県磐田市
派 14-030017 株式会社計装エンジニアリング　東京事業所 東京都千代田区
派 14-090018 北里ライフサービス株式会社 神奈川県相模原市南区
派 14-100022 株式会社湘南ハイテク企画 神奈川県厚木市
派 14-300685 株式会社プレルーディオ 神奈川県川崎市麻生区
派 14-300686 相模スタッフサービス株式会社 神奈川県小田原市
派 14-300688 株式会社デントス 神奈川県川崎市中原区
派 14-300689 株式会社スリーエフ 神奈川県横浜市中区
派 14-300690 株式会社キャリアプロダクション 神奈川県横浜市港北区
派 14-300692 アークシステム株式会社 神奈川県横浜市西区
派 14-301006 有限会社シンコーエンジ 神奈川県横浜市鶴見区
派 14-301007 株式会社アドワン 神奈川県横浜市緑区
派 14-301008 株式会社村上総業　小牧営業所 愛知県小牧市
派 14-301009 ワークサービス株式会社 神奈川県横浜市磯子区
派 14-301010 株式会社プロスキャリア 神奈川県大和市
株式会社プロスキャリア　藤沢営業所 神奈川県藤沢市
株式会社プロスキャリア　横浜営業所 神奈川県横浜市港北区
派 15-300095 株式会社グリーンセキュリティサービス 新潟県阿賀野市
派 16-300075 サンケイ工業株式会社 富山県富山市
派 17-300092 ウイルフラップ株式会社 石川県金沢市
ウイルフラップ株式会社野々市支店 石川県野々市市
派 17-300126 株式会社Ｅスタート 石川県小松市
派 19-040002 株式会社レインボー・スタッフ・サービス 山梨県甲斐市
派 20-010050 エス・ビー・ネット株式会社長野事業所 長野県長野市
派 20-300157 株式会社アイテックサービス 長野県駒ヶ根市
派 20-300158 キャッスルコンピューター株式会社 長野県松本市
派 21-020016 株式会社ジョバン 岐阜県揖斐郡池田町
派 21-300169 有限会社森商事 岐阜県加茂郡坂祝町
派 21-300170 株式会社大桜アネシス 岐阜県可児市
派 22-020026 株式会社ヤマハビジネスサポート 静岡県浜松市中区
株式会社ヤマハビジネスサポート　東京事業所 東京都品川区
派 22-300368 株式会社イデア 静岡県静岡市葵区
派 23-020424 株式会社アルバ 愛知県名古屋市中村区
株式会社アルバ　東京支店 東京都港区
派 23-020426 株式会社豊通シスコム 愛知県名古屋市中村区
派 23-110030 愛協産業株式会社 愛知県大府市
派 23-300914 大同環境エンジニアリング株式会社名古屋本店 愛知県名古屋市南区
派 23-300915 ホイテクノ物流株式会社藤枝支店 静岡県藤枝市
派 23-300921 株式会社ゴーウェル 愛知県海部郡大治町
派 23-300925 豊友輸送株式会社 愛知県豊田市
派 23-300927 ＶＩＳＨ株式会社 愛知県名古屋市中区
派 23-300928 有限会社トラスティ 愛知県清須市
派 23-300933 株式会社タイコー 愛知県一宮市
派 23-300936 株式会社トータルグロース 愛知県名古屋市中区
派 23-301355 株式会社カオスシスコム 愛知県名古屋市中区
派 23-301356 株式会社知恵のワールド 愛知県春日井市
派 23-301358 グランウェイ株式会社 愛知県名古屋市中区
派 24-300207 株式会社三重テクニカル　津支店 三重県津市
株式会社三重テクニカル 三重県伊賀市
派 26-300244 株式会社マイリーブ 京都府京都市中京区
派 26-300246 株式会社ＩＭシステム 京都府京都市下京区
派 27-010411 株式会社タスクフォース　名古屋支店 愛知県名古屋市東区
株式会社タスクフォース　東京支店 東京都千代田区
株式会社タスクフォース 大阪府大阪市中央区
派 27-020226 株式会社アイシーソフト 大阪府大阪市北区
派 27-020440 ユニテック株式会社 大阪府大阪市北区
ユニテック株式会社東京事業所 東京都江戸川区
派 27-020441 株式会社ピー・キューブ 大阪府大阪市福島区
派 27-030314 株式会社エヌケイインターナショナル 大阪府大阪市西区
派 27-060115 株式会社プラチナスタッフ 大阪府大阪市淀川区
派 27-150036 株式会社フジサービス 大阪府茨木市
派 27-180023 株式会社ダイシンエキスプレス 大阪府守口市
派 27-301225 株式会社双葉化学商会 大阪府大阪市西区
派 27-301228 株式会社オーティーエム　茨木営業所 大阪府茨木市
派 27-301232 株式会社パワーキャスト南大阪 大阪府堺市堺区
派 27-301233 株式会社シエロ　東京営業所 東京都渋谷区
株式会社シエロ　大阪営業所 大阪府大阪市中央区
株式会社シエロ　名古屋営業所 愛知県名古屋市中村区
派 27-301238 株式会社エースタイル 大阪府大阪市城東区
派 27-301239 株式会社ミディアス 大阪府門真市
派 27-301241 株式会社みのりの里 大阪府羽曳野市
派 27-301243 株式会社アルファ新洋 大阪府堺市堺区
派 27-301244 ＫＫサービス 大阪府大阪市港区
派 27-301250 ＫＨスタッフステーション株式会社 大阪府堺市北区
派 27-301253 株式会社サンアップ 大阪府大阪市北区
派 27-301901 株式会社ページワン 大阪府大阪市北区
派 27-301902 ビーエイチスタッフ 大阪府大阪市淀川区
派 27-301905 ジェイネッツコミュニケーションズ株式会社 大阪府大阪市浪速区
派 27-301906 株式会社スマイルワーク 大阪府大阪市北区
派 28-030021 株式会社エーエスオー 兵庫県尼崎市
派 28-060025 但陽ビジネスサービス株式会社 兵庫県加古川市
派 28-300486 株式会社ヤブサ空調システムズ 兵庫県尼崎市
派 28-300493 株式会社サンリョー 兵庫県高砂市
派 28-300494 株式会社朝日テクノ 兵庫県神戸市須磨区
派 28-300723 有限会社サンコエンジニアリング 兵庫県伊丹市
派 28-300724 株式会社エイト 兵庫県加古川市
派 28-300725 株式会社ダイサン 兵庫県高砂市
派 28-300727 株式会社AMON 兵庫県姫路市
派 28-300728 株式会社ダンロップスポーツエンタープライズ　東京センター 東京都港区
派 29-050001 株式会社シティスタッフ　郡山営業所 奈良県大和郡山市
派 30-010024 株式会社イーストアジア・コーポレーション 和歌山県和歌山市
派 33-300224 株式会社エイチ・エヌカンパニー 岡山県岡山市東区
派 33-300226 株式会社ＳＴＡＦＦ－ＴＲＡＩＮ 岡山県倉敷市
派 33-300228 株式会社堂本工業 岡山県玉野市
派 33-300301 有限会社児島配送センター 岡山県倉敷市
派 34-300380 株式会社ユニバーサル 広島県広島市中区
派 35-030007 株式会社宇部興産総合サービス 山口県宇部市
派 35-030008 有限会社ハーモニーズ　エンジニアリング事務所 山口県宇部市
派 35-300073 有限会社トラステック 山口県宇部市
派 38-010053 株式会社愛媛電算 愛媛県松山市
派 39-300008 株式会社朝日コンサルタント 高知県高知市
派 40-010288 株式会社創建サービス 福岡県福岡市博多区
派 40-010289 株式会社パレッツ 福岡県福岡市中央区
派 40-010291 株式会社九電ビジネスフロント 福岡県福岡市中央区
派 40-010292 株式会社テノ．コーポレーション　東京本部　 東京都港区
株式会社テノ．コーポレーション 福岡県福岡市博多区
派 40-300462 株式会社ゴング 福岡県福岡市中央区
派 40-300463 株式会社安川情報九州 福岡県北九州市小倉北区
派 40-300469 株式会社ニシアツ 福岡県糟屋郡新宮町
派 40-300710 株式会社サイテックス 福岡県朝倉市
派 44-010009 株式会社トリトン・メディック 大分県大分市
派 44-300096 有限会社キャリアインテック 大分県大分市
派 44-300097 株式会社アイコーポレーション 大分県別府市
派 44-300129 企業組合　大分電気サービス 大分県大分市
派 44-300130 株式会社ＭＭＫ 大分県宇佐市
派 46-300057 株式会社盛岡電工 鹿児島県薩摩川内市
派 03-300064 株式会社インタラック北日本 岩手県盛岡市
株式会社インタラック北日本　札幌支店 北海道札幌市中央区
株式会社インタラック北日本　仙台支店 宮城県仙台市青葉区
派 08-300279 株式会社ヒタチ 茨城県日立市
派 12-300498 株式会社インタラック関東北　 千葉県千葉市中央区
株式会社インタラック関東北　水戸支店 茨城県水戸市
派 13-306249 株式会社トライネット 東京都新宿区
派 13-306250 株式会社ゼフィロス 東京都港区
派 13-306251 株式会社システムライフ 東京都中央区
派 13-306252 株式会社インタラック関東中部 東京都新宿区
派 13-306253 株式会社アルファエンタープライズ 東京都台東区
派 13-306254 株式会社グリーンキャット 東京都千代田区
派 13-306255 株式会社パシフィック・エンジニアズ　八王子事業所 東京都八王子市
派 13-306256 株式会社ケイ・エス・テクノロジー 東京都中央区
派 13-306258 株式会社サンユヒューマンサポート 東京都港区
派 13-306259 ＡＣメディカル株式会社アプシェ事業所 東京都新宿区
ＡＣメディカル株式会社大阪支店 大阪府吹田市
ＡＣメディカル株式会社本店 東京都新宿区
派 13-306260 ソリューション・ラボ・東京株式会社 東京都江東区
派 13-306261 株式会社ケアスル 東京都目黒区
派 13-306262 株式会社成鳳　大阪支社 大阪府大阪市中央区
株式会社成鳳　東京本社 東京都渋谷区
派 13-306263 株式会社Ｃ．Ｄ．ＵＮＩＴＥＤ 東京都台東区
派 13-306264 株式会社モア・イフェクト 東京都千代田区
派 13-306265 株式会社エジソン 東京都新宿区
派 13-306266 株式会社ＲＵＮ　新宿営業所 東京都渋谷区
派 13-306267 リムズ株式会社 東京都渋谷区
派 13-306268 株式会社システムファクトリ 東京都中央区
派 13-306269 株式会社Ｔｏｐ　Ｃｏｕｎｓｅｌｉｎｇｓ　富山オフィス 富山県富山市
派 13-306270 株式会社建設リスク研究所 東京都港区
派 13-306271 株式会社シビライズコンサルタント 東京都豊島区
派 13-306272 Ｍａｍａｓａｎ＆Ｃｏｍｐａｎｙ株式会社 東京都新宿区
派 14-301172 株式会社ツクイスタッフ　さいたま支店 埼玉県さいたま市大宮区
株式会社ツクイスタッフ　宇都宮支店 栃木県宇都宮市
株式会社ツクイスタッフ　横浜支店 神奈川県横浜市神奈川区
株式会社ツクイスタッフ　岡山支店 岡山県岡山市北区
株式会社ツクイスタッフ　岐阜支店 岐阜県岐阜市
株式会社ツクイスタッフ　京都支店 京都府京都市下京区
株式会社ツクイスタッフ　金沢支店 石川県金沢市
株式会社ツクイスタッフ　熊本支店 熊本県熊本市中央区
株式会社ツクイスタッフ　広島支店 広島県広島市中区
株式会社ツクイスタッフ　高崎支店 群馬県高崎市
株式会社ツクイスタッフ　高松支店 香川県高松市
株式会社ツクイスタッフ　高知支店 高知県高知市
株式会社ツクイスタッフ　札幌支店 北海道札幌市中央区
株式会社ツクイスタッフ　山形支店 山形県山形市
株式会社ツクイスタッフ　松山支店 愛媛県松山市
株式会社ツクイスタッフ　新潟支店 新潟県新潟市中央区
株式会社ツクイスタッフ　神戸支店 兵庫県神戸市中央区
株式会社ツクイスタッフ　水戸支店 茨城県水戸市
株式会社ツクイスタッフ　盛岡支店 岩手県盛岡市
株式会社ツクイスタッフ　青森支店 青森県青森市
株式会社ツクイスタッフ　静岡支店 静岡県静岡市駿河区
株式会社ツクイスタッフ　仙台支店 宮城県仙台市青葉区
株式会社ツクイスタッフ　千葉支店 千葉県千葉市稲毛区
株式会社ツクイスタッフ　大阪支店 大阪府大阪市北区
株式会社ツクイスタッフ　長野支店 長野県長野市
株式会社ツクイスタッフ　鳥取支店 鳥取県鳥取市
株式会社ツクイスタッフ　東京支店 東京都渋谷区
株式会社ツクイスタッフ　柏支店 千葉県柏市
株式会社ツクイスタッフ　浜松支店 静岡県浜松市中区
株式会社ツクイスタッフ　福岡支店 福岡県福岡市中央区
株式会社ツクイスタッフ　福山支店 広島県福山市
株式会社ツクイスタッフ　名古屋支店 愛知県名古屋市中村区
派 14-301173 株式会社リーエス 神奈川県横浜市中区
派 14-301174 株式会社インタラック関東南 神奈川県横浜市中区
派 14-301175 株式会社ディーエムサービス 神奈川県横浜市中区
派 14-301176 株式会社メディカルケアワークス 神奈川県横浜市西区
派 21-300264 株式会社サクセススタッフ 岐阜県美濃加茂市
派 22-300576 株式会社インタラック関西東海 静岡県浜松市中区
株式会社インタラック関西東海　大阪支店 大阪府大阪市北区
株式会社インタラック関西東海　名古屋支店 愛知県名古屋市中区
派 22-300577 株式会社ＤＡＮＤＬ　 静岡県浜松市中区
派 22-300578 ガーラヒューマンリソース株式会社 静岡県浜松市東区
派 23-301554 株式会社寺坂 愛知県名古屋市中川区
派 26-300382 株式会社ヘルスウエイブ 京都府京都市中京区
派 33-300319 株式会社Ｂｅパートナーズ 岡山県岡山市北区
派 34-300413 ＭＨＩソリューションテクノロジーズ株式会社 広島県広島市西区
派 40-300801 株式会社インタラック西日本 福岡県北九州市小倉北区
株式会社インタラック西日本　広島支店 広島県広島市中区
株式会社インタラック西日本　福岡支店 福岡県福岡市博多区
派 40-300802 地・球・人株式会社 福岡県福岡市博多区
派 01-240035 株式会社ネオコーポレーション 北海道札幌市北区
派 01-240036 ＫＥサービス株式会社 北海道札幌市東区
派 01-240037 旭運輸株式会社 北海道札幌市北区
派 01-300339 株式会社さくらコミュニティサービス人材サービス事業部メインキャスト 北海道札幌市北区
派 01-300343 株式会社興和工業 北海道北見市
派 01-300346 株式会社ＢＥＣＫ 北海道札幌市北区
株式会社BECK　東京営業所 東京都千代田区
派 02-300041 青森千代田　株式会社青森支店 青森県青森市
派 03-010027 株式会社インターワークス 岩手県盛岡市
株式会社インターワークス　仙台営業所 宮城県仙台市宮城野区
派 04-010157 株式会社スキップ・ビート 宮城県仙台市青葉区
派 07-300155 株式会社カノンコーポレーション 福島県福島市
派 08-040016 株式会社リカード 茨城県水戸市
派 08-300176 株式会社フレッシュ 茨城県ひたちなか市
派 08-300212 株式会社スカイスタッフサービス 茨城県石岡市
派 09-050008 株式会社黎明電子 栃木県足利市
派 09-300155 有限会社グリーンピース 栃木県那須塩原市
派 10-020016 株式会社アドバンススタッフ 群馬県高崎市
株式会社アドバンススタッフ　さいたまオフィス 埼玉県さいたま市北区
株式会社アドバンススタッフ　熊谷オフィス 埼玉県熊谷市
株式会社アドバンススタッフ　宇都宮オフィス 栃木県宇都宮市
派 10-050012 株式会社アイ・プロパティ 群馬県太田市
派 10-300212 株式会社ジーファインスタッフ 群馬県桐生市
派 11-300386 深谷倉庫株式会社 埼玉県深谷市
深谷倉庫株式会社岡部倉庫 埼玉県深谷市
派 11-300540 株式会社東邦サービス 埼玉県戸田市
株式会社東邦サービス　北九州支店 福岡県北九州市八幡西区
派 11-300589 ＮＥテクノ株式会社 埼玉県さいたま市中央区
派 12-010085 千葉情報機器サービス株式会社 千葉県千葉市美浜区
派 12-020023 アルデバラン 千葉県浦安市
派 12-300433 公益財団法人 千葉県教育振興財団 千葉県四街道市
派 13-010574 株式会社シーティーイー 東京都文京区
派 13-010575 三浦商事株式会社 東京都中央区
派 13-010576 株式会社システムソリューション 東京都台東区
派 13-011212 株式会社人材開発 東京都千代田区
派 13-011213 株式会社ムサシ・エービーシー 東京都中央区
派 13-011214 株式会社ＣＯＣＯ　ＳＴＡＦＦ 東京都千代田区
派 13-011219 エヌ・ティ・ティ・インテリジェント企画開発株式会社西日本支店 大阪府大阪市西区
エヌ・ティ・ティ・インテリジェント企画開発株式会社 東京都港区
派 13-011220 株式会社オカモト・アンド・カンパニー 東京都千代田区
派 13-011224 株式会社ビジネスビジョン 東京都千代田区
派 13-030109 株式会社キュー・エム・エス 東京都台東区
派 13-040349 株式会社アイヴィジット 東京都渋谷区
株式会社アイヴィジット　関西支店 大阪府大阪市北区
株式会社アイヴィジット　東北支店 宮城県仙台市青葉区
派 13-040351 キヤノンビジネスサポート株式会社 東京都港区
派 13-040678 株式会社ゴッズダイナミックワールド 東京都港区
派 13-070231 東京システムズ株式会社 東京都渋谷区
派 13-070519 株式会社三恵クリエス 東京都目黒区
派 13-070526 ナガシマ物流サービス株式会社 東京都渋谷区
派 13-070527 株式会社クレイジー・ティブィ 東京都渋谷区
派 13-080245 株式会社テクノウェイブ 東京都新宿区
株式会社テクノウェイブ　関西支社 大阪府大阪市北区
株式会社テクノウェイブ　名古屋支社 愛知県名古屋市東区
派 13-130073 東亜物流株式会社本社 東京都江戸川区
派 13-150054 株式会社システムクオリティ 東京都立川市
派 13-303398 ＪＢＣＣ株式会社蒲田事業所 東京都大田区
派 13-303400 ヤマコン株式会社西船橋営業所 千葉県船橋市
派 13-303404 株式会社ユーエスキュア 東京都世田谷区
派 13-303422 エクシオインフラ株式会社 東京都大田区
派 13-303424 株式会社フィナンシャル・エージェンシー 東京都渋谷区
株式会社フィナンシャル・エージェンシー　沖縄コンタクトセンター 沖縄県那覇市
派 13-303425 株式会社エーシーコンサレント 東京都渋谷区
派 13-303427 株式会社Ｃ４メディア 東京都中央区
派 13-303438 株式会社成門 東京都江戸川区
派 13-303440 株式会社Ｕ．Ｐ　ＳＹＳＴＥＭ 東京都渋谷区
派 13-303446 ＧＡライフケア株式会社東京本社 東京都渋谷区
ＧＡライフケア株式会社横浜支社 神奈川県横浜市港北区
ＧＡライフケア株式会社埼玉支社 埼玉県さいたま市大宮区
派 13-303447 イーストウエストコンサルティング株式会社 東京都千代田区
派 13-303450 新栄電設株式会社 東京都八王子市
派 13-303451 株式会社クレコム 東京都中央区
派 13-303452 株式会社ソクハイ 東京都品川区
派 13-303455 株式会社パーソナルアシスト 東京都文京区
派 13-303457 有限会社隆企画 東京都千代田区
派 13-305252 株式会社ＴＫテクノサービス 東京都千代田区
株式会社ＴＫテクノサービス　北海道営業所 北海道札幌市中央区
株式会社ＴＫテクノサービス 東北営業所 宮城県仙台市青葉区
株式会社ＴＫテクノサービス 関西営業所 大阪府大阪市中央区
派 13-305253 株式会社東京写真イメージング 東京都港区
派 13-305257 プロフィット株式会社 東京都港区
派 13-305258 スマイルズ株式会社 東京都目黒区
派 13-305259 株式会社生保リサーチセンター 東京都港区
派 13-305260 株式会社総合メディア 東京都渋谷区
派 13-305261 株式会社ネオコム 東京都千代田区
派 13-305262 株式会社ＮＩＴ　本社 東京都千代田区
派 13-305263 株式会社パソナテキーラ　本社 東京都千代田区
派 13-306023 ヒューマンネットワークサービス株式会社 東京都文京区
派 14-010249 株式会社ケイ・エム・ディ・エス 神奈川県横浜市中区
派 14-010250 株式会社鈴江組 神奈川県横浜市中区
派 14-300693 トライアドジャパン株式会社ＣＮＳ薬理研究所 東京都渋谷区
派 14-300703 ベスト・サポート株式会社 神奈川県川崎市中原区
派 14-300704 株式会社神奈川新聞総合サービス 神奈川県横浜市中区
派 20-300212 有限会社甲信運輸 長野県茅野市
派 21-300171 株式会社ヒューマンエコーズ 岐阜県可児市
派 21-300172 株式会社ケーイーシー 岐阜県各務原市
派 22-020060 共和サポートアンドサービス株式会社 静岡県浜松市南区
派 22-300183 アルムメディカルサポート株式会社札幌採用センター 北海道札幌市中央区
アルムメディカルサポート株式会社甲府支店 山梨県中巨摩郡昭和町
アルムメディカルサポート株式会社 静岡県三島市
派 22-300371 有限会社イーコム 静岡県駿東郡長泉町
派 22-300372 フロンティア・ヒューマン株式会社 静岡県三島市
フロンティア・ヒューマン株式会社清水営業所 静岡県静岡市清水区
派 22-300375 株式会社北海グループ　藤枝営業所 静岡県藤枝市
派 22-300513 株式会社高年社60 静岡県富士市
派 23-020428 株式会社名都通信システム 愛知県名古屋市中区
派 23-040005 マルアイユニティー株式会社尾道事業所 広島県尾道市
マルアイユニティー株式会社 愛知県豊橋市
マルアイユニティー株式会社関東営業所 埼玉県深谷市
派 23-040023 株式会社アイ・エイチサービス 愛知県豊橋市
派 23-070012 大同テクニカ株式会社 愛知県東海市
派 23-300938 株式会社エイチ・エイ・アイ 愛知県名古屋市中区
派 23-300940 株式会社オーエイ推進センター 愛知県名古屋市緑区
派 23-301360 アジアクリエイト株式会社 愛知県豊川市
派 24-300212 株式会社テクノ・プランニング 三重県四日市市
派 26-010054 株式会社百人力 京都府京都市中京区
株式会社百人力　名古屋支店 愛知県名古屋市名東区
派 26-300248 株式会社アテンダントナース 京都府京都市中京区
派 27-020219 三協商事株式会社 大阪府大阪市北区
派 27-020447 株式会社イング　スタッフサービス 大阪府大阪市北区
派 27-030320 株式会社大阪マネキン紹介所 大阪府大阪市西区
派 27-150033 株式会社フジワーク　四日市事業所 三重県四日市市
株式会社フジワーク　鹿児島事業所 鹿児島県霧島市
株式会社フジワーク　高崎事業所 群馬県高崎市
株式会社フジワーク　北大阪事業所 大阪府高槻市
株式会社フジワーク　つくば事業所 茨城県常総市
株式会社フジワーク　香川事業所 香川県丸亀市
株式会社フジワーク　広島事業所 広島県広島市東区
株式会社フジワーク　グランフロント大阪事業所 大阪府大阪市北区
株式会社フジワーク　長野事業所 長野県飯田市
株式会社フジワーク　姫路事業所 兵庫県姫路市
株式会社フジワーク　鹿児島採用センター 鹿児島県鹿児島市
株式会社フジワーク　大府事業所 愛知県大府市
株式会社フジワーク　和歌山事業所 和歌山県和歌山市
2/3 ページ
事業主許可番号 事業所名 所在地
派 27-150033 株式会社フジワーク　那覇事業所 沖縄県那覇市
株式会社フジワーク　淡路島事業所 兵庫県南あわじ市
株式会社フジワーク　鳥取事業所 鳥取県鳥取市
株式会社フジワーク　長崎事業所 長崎県諫早市
株式会社フジワーク　滋賀事業所 滋賀県近江八幡市
株式会社フジワーク　千葉事業所 千葉県茂原市
株式会社フジワーク　名古屋事業所 愛知県名古屋市中村区
株式会社フジワーク　東京オフィス 東京都中野区
株式会社フジワーク　京都北事業所 京都府福知山市
株式会社フジワーク　宮崎事業所 宮崎県宮崎市
株式会社フジワーク　豊岡事業所 兵庫県豊岡市
株式会社フジワーク　神戸事業所 兵庫県神戸市西区
株式会社フジワーク　八王子事業所 東京都八王子市
株式会社フジワーク　徳島事業所 徳島県板野郡北島町
株式会社フジワーク　熊本事業所 熊本県熊本市北区
派 27-301141 株式会社キャディアン　本社 大阪府大阪市北区
派 27-301258 大綱商運株式会社 大阪府大阪市住之江区
派 27-301259 株式会社ｈｕｍａｎ ｎｅｔｚ ｏｓａｋａ 大阪府大阪市西淀川区
派 27-301261 株式会社パル・インターナショナル　ワークサービス 大阪府岸和田市
派 27-301263 株式会社アイ・コーポレーション 大阪府寝屋川市
派 27-301266 株式会社ＨＩＴ 大阪府泉南郡岬町
派 27-301268 株式会社アイテム　大阪本社 大阪府大阪市西区
株式会社アイテム　東京本社 東京都新宿区
株式会社アイテム　中部支社 愛知県名古屋市中川区
派 27-301270 三成電業株式会社 大阪府大阪市西淀川区
派 27-301274 株式会社家永技建 大阪府交野市
派 27-301907 有限会社松和メンテナンス 大阪府泉北郡忠岡町
派 27-301909 株式会社グンゼオフィスサービス 大阪府大阪市中央区
派 27-301912 株式会社チャージ　神戸支店 兵庫県神戸市中央区
株式会社チャージ　栄支店 愛知県名古屋市中区
株式会社チャージ　名古屋支店 愛知県名古屋市中村区
株式会社チャージ　東京支店 東京都渋谷区
株式会社チャージ　難波支店 大阪府大阪市中央区
株式会社チャージ　大阪支店 大阪府大阪市北区
派 28-300497 北摂電装株式会社川西オフィス 兵庫県川西市
派 28-300500 丸久工業株式会社 兵庫県神戸市中央区
派 28-300729 MEDIAEDGE株式会社 兵庫県神戸市中央区
派 28-300730 赤田工業有限会社 兵庫県姫路市
派 29-030002 株式会社中和営繕 奈良県桜井市
派 29-300055 有限会社人々ワーク 奈良県北葛城郡上牧町
派 30-300042 株式会社グリーン・トランスポート 和歌山県海南市
派 33-300230 備南開発株式会社 岡山県玉野市
派 33-300231 有限会社日比鉛工 岡山県玉野市
派 34-060001 テクノス三原株式会社 広島県三原市
派 34-300289 株式会社エイム・コネクション 広島県広島市東区
派 35-300078 株式会社冨士企産業 山口県下松市
派 40-030003 西部機工株式会社大牟田事業所 福岡県大牟田市
派 40-080005 株式会社プロサポート 福岡県直方市
